id,created_at,text
843142844533686274,2017-03-18 16:51:33,FACT → The American Health Care Act prevents federal tax credits from being used for plans that pay for abortions. https://t.co/LqTAzscnZw
843133747872579584,2017-03-18 16:15:24,"As I explained to @EndaKennyTD, Americans generally regard the Green Bay @Packers as the greatest football team in… https://t.co/8KRd26CoWG"
843112421367709696,2017-03-18 14:50:40,We—as a country—have a very small window of opportunity to #RepealANDReplace #Obamacare with common-sense reforms. https://t.co/bo5BK6G5Cj
843104489716531203,2017-03-18 14:19:09,RT @RepKevinBrady: My bill is off to @POTUS for 🖌. This bill empowers our states to help fully qualified workers get back to work #HJRes42…
843086207336833024,2017-03-18 13:06:30,"Instead of having a government one-size-fits-all mandate system, our legislation creates more competition and more… https://t.co/pAPqyQyzhi"
842881228449726464,2017-03-17 23:31:59,The annual #FriendsOfIreland tradition is one of my favorites. What an honor to welcome @POTUS and @VP to the Capit… https://t.co/nrFymA9Wis
842870201616097281,2017-03-17 22:48:10,"RT @HouseGOP: Check out 8 need-to-know facts about #AHCA. #PassTheBill

https://t.co/6kvekDXJLF"
842865150839406592,2017-03-17 22:28:06,"RT @WaysandMeansGOP: ""Action on #Obamacare is an urgent necessity."" -@POTUS https://t.co/VTR7GIUj5z"
842857184560119808,2017-03-17 21:56:26,"RT @HouseCommerce: Please not another year of ""The craziest thing in the world"" #RepealAndReplace #AHCA https://t.co/KtiC96jD92"
842850237181968384,2017-03-17 21:28:50,"RT @WaysandMeansGOP: Our #BetterWay tax reform delivers a tax code built for the growth of families’ paychecks, American businesses, and ou…"
842845381159518208,2017-03-17 21:09:32,RT @KenCalvert: @SpeakerRyan “7 years of Obamacare is enough” https://t.co/eHowfM8sGU #RepealandReplace
842841193864187904,2017-03-17 20:52:54,"RT @HouseCommerce: See it BEFORE we pass it &gt;&gt; https://t.co/6LDqkCEMTB #BetterWay #AHCA
https://t.co/KtiC96jD92"
842836963698851843,2017-03-17 20:36:05,"RT @MikeKellyPA: After 7 disastrous years of #Obamacare, a new era for health care will soon begin. Watch what led us to this point: https:…"
842835973646045185,2017-03-17 20:32:09,RT @RepJasonLewis: Thanks to CNN's @JohnBerman for chatting GOP health care reform today. @housebudgetGOP #passthebill #MN02 https://t.co/n…
842830036780699648,2017-03-17 20:08:34,Here are 5 photos that will help put you in the Irish spirit this #StPatricksDay. https://t.co/MpMPblgMbl
842808673999241216,2017-03-17 18:43:41,GREAT NEWS → The largest and oldest #ProLife group in the US just endorsed our bill to #repealANDreplace Obamacare.… https://t.co/6nqn6ij6qR
842798500773543937,2017-03-17 18:03:15,Happy #StPatricksDay! https://t.co/wA3mXPyZSj
842791980421779456,2017-03-17 17:37:21,Proud to support our #DesertStorm and #DesertShield veterans with a memorial to honor their service. Next stop → Th… https://t.co/6JdslUdMqi
842791487943393282,2017-03-17 17:35:23,RT @RodneyDavis: Why the #AHCA is must-pass legislation —&gt; https://t.co/l1KWcIP3HK
842786956379480064,2017-03-17 17:17:23,.@HouseGOP is in sync with @POTUS and the administration on the #RepealAndReplace of #Obamacare. #NRISummit17 https://t.co/Mbk2JmmLuf
842782799916544002,2017-03-17 17:00:52,We’re on the cusp of doing something we’ve long believed in: major entitlement reform. #NRISummit17 https://t.co/BFCQQRqXaa
842778124479692801,2017-03-17 16:42:17,Our conservative principles have to translate into real results that improve the lives of Americans who feel like t… https://t.co/yZcRrJ2AGO
842769897360842752,2017-03-17 16:09:36,"We have a 20% GDP government, but we have inarguably the worst tax code in the industrial world. #NRISummit2017 https://t.co/XIm67l2wMI"
842758882950709249,2017-03-17 15:25:50,We proved in 2015 we could put a bill on the president's desk repealing #Obamacare. Now we've added a replacement.… https://t.co/eF8AlOEsBZ
842757417020547073,2017-03-17 15:20:00,This is how things should work: you make changes to the legislation as it goes through the committees. #NRISummit17 https://t.co/jkHehszeAt
842753711889965057,2017-03-17 15:05:17,"In a few minutes, I’ll be talking about #RepealAndReplace at @NRO #NRISummit17. Watch: https://t.co/RrNzrxPmYU"
842749096012234752,2017-03-17 14:46:56,"RT @CBSNews: MOMENTS AGO: Pres. Trump meets with House conservatives, says ""I'm 100% behind"" the GOP's health care plan https://t.co/T5uqoA…"
842740805584470017,2017-03-17 14:14:00,.@HouseGOP believes the smarter way is to open up choice and competition—let more plans be offered—so people can bu… https://t.co/JwfQcLe1Bf
842734836188102656,2017-03-17 13:50:16,"Our new @HouseBudgetGOP chair @RepDianeBlack is off to a strong start, leading the way to #repealANDreplace… https://t.co/qsyc9Lqy9N"
842711730522349568,2017-03-17 12:18:28,Retweet if you agree → Seven years of #Obamacare is enough. https://t.co/Sv8f0dJsuC
842519254759018497,2017-03-16 23:33:38,Retweet to agree → It's time to return power from Washington back to the states and back to patients. https://t.co/qtjlRTja0X
842505229895680000,2017-03-16 22:37:54,This is an opportunity for us to fix a broken system that is failing and give people access to affordable coverage. https://t.co/OvijAnzxDN
842494606273069056,2017-03-16 21:55:41,RT @WaysandMeansGOP: America needs a tax code that will leapfrog us back into the lead pack. Our #BetterWay Blueprint delivers it. https://…
842490238241050625,2017-03-16 21:38:20,"RT @CNNSitRoom: House @SpeakerRyan: ""People don't like Obamacare. ... The law is collapsing"" https://t.co/wJSgobnXF1 https://t.co/xD7YBy4g3J"
842484520209338368,2017-03-16 21:15:36,"RT @MeetThePress: .@SpeakerRyan: Obamacare is ""in a death spiral...young health people are not buying Obamacare. They're paying the fine in…"
842483602315083776,2017-03-16 21:11:58,"RT @MeetThePress: .@SpeakerRyan: ""Our goal here is to lower the cost to healthcare -- to improve the access to healthcare."" #MTPDaily"
842483253504294912,2017-03-16 21:10:34,"RT @MeetThePress: .@SpeakerRyan on healthcare: ""This process...is the closest we will ever get to repealing and replacing Obamacare."" #MTPD…"
842480052432523264,2017-03-16 20:57:51,RT @MeetThePress: Tune in now to @MSNBC for @chucktodd's interview with @SpeakerRyan #MTPDaily https://t.co/NvtW0Kpt5h
842472746135232515,2017-03-16 20:28:49,The American Health Care Act goes through 4 committees in the House. That is the legislative process. https://t.co/qtjlRTja0X
842468949233131522,2017-03-16 20:13:44,RT @FoxNewsSunday: SUNDAY--@SpeakerRyan.  Only on Fox News Sunday. https://t.co/2exzBKzMI7
842464515887357953,2017-03-16 19:56:07,"Tomorrow, I'll join @RichLowry at the @NR_Institute's #NRISummit17 to discuss the American Health Care Act and the @HouseGOP 2017 agenda."
842461736435355648,2017-03-16 19:45:04,"RT @FoxNews: On @FoxNewsSunday, Chris Wallace has an exclusive one-on-one with @SpeakerRyan - Tune in at 2p &amp; 10p on Fox News Channel! http…"
842457833304141825,2017-03-16 19:29:34,RT @MeetThePress: Tonight on #MTPDaily: @SpeakerRyan joins @chucktodd live. https://t.co/5pPqqcaPCf
842436173742129153,2017-03-16 18:03:30,"We'll work with the admin to shrink the size of government, grow our economy, secure our borders, &amp; fund our troops. https://t.co/vYm7kDkz3O"
842427060253536256,2017-03-16 17:27:17,An honor to host @POTUS and @EndaKennyTD at the Capitol for the annual #FriendsOfIreland luncheon. 🍀https://t.co/kjorRmzpDm
842409171718873088,2017-03-16 16:16:12,"Ireland may be a small island, but look at all she has given us. Her light floods the world. https://t.co/75Eenfeq9G"
842405209989107714,2017-03-16 16:00:27,President Trump just arrived at the Capitol. Tune in live right now for our #FriendsOfIreland🍀 remarks. https://t.co/8op0b5S1sK
842394880676515841,2017-03-16 15:19:25,BIG NEWS → Today @housebudgetGOP is the third House committee to debate and pass our #RepealANDReplace legislation. https://t.co/aInDzX79io
842388468411981824,2017-03-16 14:53:56,"I look forward to welcoming the president and the prime minister—or as we Irishmen call him, an Taoiseach—to the Ca… https://t.co/VbTWWeOzFz"
842387461305192449,2017-03-16 14:49:56,"HAPPENING NOW → Weekly press conference to discuss the American Health Care Act, just passed by @housebudgetGOP https://t.co/QTb4uiD6y8"
842381354776031233,2017-03-16 14:25:40,Tune in live at 10:45am ET to my weekly press conference where I'll discuss the American Health Care Act progress → https://t.co/RrNzrxPmYU
842375720202588160,2017-03-16 14:03:16,RT @housebudgetGOP: Today @ 10AM - markup of the American Health Care Act. Streamed live here: https://t.co/wpv7RqSkft
842372426424057856,2017-03-16 13:50:11,"We are using the tools that we have in the Senate to both #RepealANDReplace. That has been our promise for years, a… https://t.co/GF1tj3m7WB"
842348118070960130,2017-03-16 12:13:36,"I welcome @POTUS's blueprint for next year's budget, which turns the page from the last eight years. https://t.co/deKMyOn19V"
842344045259165696,2017-03-16 11:57:25,"It’s my honor to welcome @POTUS, @VP &amp; @EndaKennyTD to the Capitol today for the annual #FriendsOfIreland🍀 luncheon. https://t.co/kaLRMahw8s"
842187801672142848,2017-03-16 01:36:33,.@POTUS is absolutely right. We can protect people with pre-existing conditions and have a stable transition away f… https://t.co/MpoYNUGjfL
842175542942171136,2017-03-16 00:47:50,.@HouseGOP members are delivering on a step-by-step plan to end the #Obamacare nightmare. https://t.co/b0wo3YYI3O
842171180899553280,2017-03-16 00:30:30,RT @MeetThePress: Tomorrow on #MTPDaily: @SpeakerRyan joins @chucktodd. Tune in to @MSNBC! https://t.co/kCSAu26XOO
842157030286663680,2017-03-15 23:34:17,"We have a responsibility to do big things, tackle the tough issues, and keep our word. #RepealAndReplace https://t.co/f3y6LtusU3"
842153483172106241,2017-03-15 23:20:11,Hey @HurdOnTheHill and @RepBetoORourke…are you guys back in DC yet? It’s about time for votes. #BipartisanRoadTrip https://t.co/8SqBD1y3nN
842147021284761601,2017-03-15 22:54:30,We are on the verge of ending the #Obamacare nightmare and making historic conservative reforms. #RepealAndReplace https://t.co/Iaioj9SaKN
842145519652765696,2017-03-15 22:48:32,RT @cathymcmorris: Tune in: the @HouseGOP Leadership Press Conference is happening now: https://t.co/wU2m7SwcWu
842144181472620545,2017-03-15 22:43:13,HAPPENING NOW → @HouseGOP Weekly Leadership Press Conference. https://t.co/RrNzrxPmYU
842137720021483520,2017-03-15 22:17:33,Republicans will keep our promise to #RepealANDReplace #Obamacare. Tune in live at 6:30pm ET to learn more. https://t.co/RrNzrxPmYU
842129791235022850,2017-03-15 21:46:02,"Tomorrow, you are invited to join a tradition started by President Reagan and Speaker O'Neill. https://t.co/kaLRMahw8s #FriendsOfIreland🍀"
842120943656919042,2017-03-15 21:10:53,Advocates of free market principles &amp; limited government agree→ This is 1st major step toward repealing #Obamacare. https://t.co/SKOfs8SJXT
842116621271457795,2017-03-15 20:53:42,RT @TheLeadCNN: .@SpeakerRyan: GOP health care bill goal is to give everyone access to affordable coverage if they choose to have it https:…
842106280013619200,2017-03-15 20:12:37,"Good Q from @MariaBartiromo: ""Would you consider giving #Medicaid back to states?""
A: Yes. That's exactly what our… https://t.co/Z5bm2nSSTP"
842099218730909698,2017-03-15 19:44:33,"As @VP Pence says, ‘We are in the promise-keeping business.’ We will #RepealAndReplace https://t.co/xKSo2UzvLx"
842088974508269569,2017-03-15 19:03:51,"Instead of more mandates, Americans should have freedom and flexibility in choosing a health care plan.… https://t.co/wRzc0vl37a"
842071602330251268,2017-03-15 17:54:49,Here are 4 ways the American Health Care Act is better than our last #repeal bill. Hint: #repealANDreplace. https://t.co/MXAvQVgO1h
842069656726835200,2017-03-15 17:47:05,"RT @RepSeanDuffy: Obamacare was built on broken promises and lies. There is a #betterway to reform healthcare, so that costs go down &amp; flex…"
842063744641425408,2017-03-15 17:23:36,You deserve a health care system that prioritizes consumer choice and innovation over government mandates. https://t.co/SKOfs8SJXT
842059869322653698,2017-03-15 17:08:12,"RT @FoxNewsSunday: This #FNS, Chris sits down for a Sunday exclusive with @SpeakerRyan. https://t.co/rz5nJ1udFi"
842056019069030401,2017-03-15 16:52:54,RT @FoxBusiness: .@SpeakerRyan to @MariaBartiromo: The GOP health care plan turns medicaid over to the states. https://t.co/VDFzTyXRxB
842051548368756740,2017-03-15 16:35:08,RT @WaysandMeansGOP: Obamacare's failures continue to hurt families and small business across the country. We have a #BetterWay. https://t.…
842047902889476096,2017-03-15 16:20:39,RT @RepTomGraves: .@POTUS healthcare plan has 3 steps. Here are a few things accomplished by step 1. #AHCA #RepealAndReplace https://t.co/H…
842044092326531075,2017-03-15 16:05:30,RT @RepDLamborn: There is a clear pathway forward for our country in a post-Obamacare United States. https://t.co/CXlwdfUKMJ
842033945004912641,2017-03-15 15:25:11,We are repealing #Obamacare &amp; replacing it w/ long-standing conservative policies that restore power to the states. https://t.co/IZizt2plGh
842027272769028101,2017-03-15 14:58:40,"RT @HouseSmallBiz: ""The #ACA has been a huge, no-win headache for the biz community. Its been 6 years. We gave it a shot."" - @GeneMarks htt…"
842022590705225729,2017-03-15 14:40:04,BREAKING → A broad coalition of leading conservative groups just endorsed our bill to #RepealAndReplace Obamacare.… https://t.co/zToPTpNPw6
842018393813327872,2017-03-15 14:23:23,"Thanks for taking my request, @HurdOnTheHill. Keep it up! https://t.co/YeEMdG4Q8B"
842008572871434245,2017-03-15 13:44:22,"Crafting the American Health Care Act has been a bottom-up, inclusive process that has lasted over a year. We must… https://t.co/zcg0MA41Yj"
842003634523115524,2017-03-15 13:24:44,"RT @MorningsMaria: .@SpeakerRyan with @MariaBartiromo moments ago, ""We have to get tax reform if we want to get economic growth."" #taxrefor…"
842000183600812032,2017-03-15 13:11:02,"RT @IngrahamAngle: Tune into The Laura Ingraham Show now, @SpeakerRyan is on the program this morning!"
841993841326592001,2017-03-15 12:45:49,"RT @MorningsMaria: .@SpeakerRyan ""We are actually on schedule...yes its aggressive...we made promises to what we would do to solve those pr…"
841992614543011840,2017-03-15 12:40:57,"RT @MorningsMaria: Right now on @MorningsMaria, @SpeakerRyan saying, ""We had a plan, we have a plan and we are moving this plan."" #HealthCa…"
841981274172583936,2017-03-15 11:55:53,"Joining @mariabartiromo at 8:00am ET to talk about conservative health reforms for more choice and access to quality, affordable care."
841973685066047488,2017-03-15 11:25:44,"We want to replace #Obamacare, which is a government-run program, with market competition, where people get to do w… https://t.co/pJr8CXBIKk"
841967336802402306,2017-03-15 11:00:30,RT @MariaBartiromo: This morning join us live @MorningsMaria @FoxBusiness @SpeakerRyan 8am ET. #Obamacare #GOP https://t.co/gs7EeCBgTR
841819596059435009,2017-03-15 01:13:26,"As a governing party, we have an obligation to keep our promises &amp; pass the reforms we told people we would pass.… https://t.co/llGgOOODWe"
841803532495949825,2017-03-15 00:09:36,"#Obamacare has proven that government-mandated coverage does not equal access to care, &amp; now the law is collapsing. https://t.co/HaXpjlxFle"
841788224880144384,2017-03-14 23:08:47,"RT @FoxNews: .@SpeakerRyan: “We have to write this in such a way that it can’t get filibustered, that it can pass with 51 votes in the Sena…"
841787372018774020,2017-03-14 23:05:23,RT @FoxNews: .@SpeakerRyan: We want patient centered healthcare. #First100 https://t.co/iOSIPFAEL3
841780931027472386,2017-03-14 22:39:48,I will be on #First100 with @MarthaMacCallum at 7pm ET on @FoxNews. #RepealAndReplace
841760558760230912,2017-03-14 21:18:51,Our plan is about giving people more choices &amp; better access to plans they want &amp; can afford. When people have more… https://t.co/xe61NcIPWf
841756379044032512,2017-03-14 21:02:14,"RT @SteveScalise: Repealing &amp; Replacing Obamacare is a 3-step process.
#1 Reconciliation
#2 Administrative action
#3 Additional legislation…"
841752545798307845,2017-03-14 20:47:00,"RT @RepKevinBrady: If you want to see more state and personal control of health care, this is the bill to do it. #AHCA ➡️https://t.co/60NRx…"
841748615332810752,2017-03-14 20:31:23,RT @VP: Rising premiums and plummeting choices signal Obamacare is collapsing—and the American people know it. Obamacare has failed and it…
841746884238688260,2017-03-14 20:24:30,"RT @CongressmanHice: With health care reform in the news so much lately, I encourage everyone in #GA10 to #readthebill &amp; take the survey: h…"
841743012405293057,2017-03-14 20:09:07,RT @RepMullin: Americans should be able to buy a plan they want &amp; can afford. The #AHCA delivers lower premiums &amp; more choices across the b…
841739214794461187,2017-03-14 19:54:02,RT @FoxNews: TONIGHT: @SpeakerRyan talks to @marthamaccallum on 'The First 100 Days.' Tune in at 7p ET to Fox News Channel. #First100 https…
841734057822191626,2017-03-14 19:33:32,"RT @WaysandMeansGOP: Our #BetterWay tax reform would make the U.S. ""more competitive allow U.S. semiconductor companies to grow, innovate,…"
841730319908765696,2017-03-14 19:18:41,"RT @GOPLeader: #Obamacare is in a death spiral. Our plan:
✅ Cuts taxes $880 bil
✅ Lowers premiums by 10%
✅ Reduces deficit by $337 bil http…"
841711553615450116,2017-03-14 18:04:07,"Don't forget: #Obamacare is in the middle of a collapse. 
→ 5 states have 1 insurer left. 
→ Over 1,000 counties ha… https://t.co/qMP29nHJKf"
841707722311626752,2017-03-14 17:48:53,"RT @RepHartzler: For too long, Obamacare has caused high premiums and dismal coverage. It's hurting Americans all over! We need to #RepealA…"
841698156765184004,2017-03-14 17:10:53,Conservatives have long advocated for expanding Health Savings Accounts (HSAs) to help Americans afford health insu… https://t.co/tt4GQUrZa6
841696744937312257,2017-03-14 17:05:16,"RT @PeterRoskam: In case you missed it, here's my reaction to the #CBO report on @FoxNews yesterday. It's misleading to only look at one pi…"
841652696176304132,2017-03-14 14:10:14,Capitol Hill is open for sledding. Stay safe! https://t.co/E01lbTIFGr https://t.co/0hxSZauxEj
841647121266814979,2017-03-14 13:48:05,"RT @RepSmucker: ""We need to have a stable transition to conservative health care reform,"" says @SpeakerRyan. I agree. It's one of my priori…"
841643205040967681,2017-03-14 13:32:31,"RT @WaysandMeansGOP: We're delivering on our promise: The #AHCA Lowers Premiums, Increases Choices. https://t.co/z4ZUUTdP4h https://t.co/4X…"
841639199556194304,2017-03-14 13:16:36,"RT @RepLarryBucshon: ICYMI: ""Dr. Bucshon’s Statement on AHCA CBO Report"" -&gt; https://t.co/DWaa0q6w68. https://t.co/Ano0lMtYb5"
841635248429514754,2017-03-14 13:00:54,"RT @RepByrne: Our efforts to #RepealAndReplace #Obamacare will lower premiums, reduce the deficit, cut taxes, &amp; increase health care choice…"
841465993864056834,2017-03-14 01:48:21,"#Obamacare is collapsing. Our plan:
✅ Lowers premiums by 10%
✅ Reduces deficit by $337 bil
✅ Cuts taxes $880 bil
https://t.co/HaXpjlxFle"
841461639048286208,2017-03-14 01:31:03,RT @RepDianeBlack: .@HouseBudgetGOP is unified in our goal of repealing &amp; replacing #Obamacare. Watch my remarks from last Friday after my…
841457819916337152,2017-03-14 01:15:52,RT @FoxNews: .@SpeakerRyan: “Put this against the backdrop that #ObamaCare’s collapsing…[#AHCA] compared to the status quo is far better.”…
841453994774007808,2017-03-14 01:00:40,"RT @PatTiberi: Key Points: AHCA Lowers Premiums, Increases Choices https://t.co/RuTCCTzAbs"
841450166834085892,2017-03-14 00:45:27,RT @HouseCommerce: Chairman @repgregwalden's statement on @USCBO's score of the American Health Care Act &gt;&gt; https://t.co/efhyox1jgk
841446336729882624,2017-03-14 00:30:14,RT @housebudgetGOP: Statement from House Budget Committee Chairman @RepDianeBlack on CBO Score https://t.co/xroQNflQfV https://t.co/j6GUu7x…
